Department Name,Address Line 1,Address Zip Code,Clean Address Zip Code,Latitude,Longitude
1000 10TH AVE REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY CLINIC,1000 10th Ave,10019-1147,10019,40.7671,-73.9824
1000 10TH AVE RHEUMATOLOGY CLINIC,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
1000 10TH AVE SLEEP CENTER,1000 10TH AVE,10019-1147,10019,40.7671,-73.9824
1000 10TH AVE SMOKING CESSATION CLINIC,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
1000 10TH AVE SPINE CLINIC,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
1000 10TH AVE WINSTON 9C ADDICTIONS EVALUATION,1000 10TH AVE,10019-1147,10019,40.7671,-73.9824
1000 10TH AVE WINSTON 9C ADDICTIONS OUTPATIENT,1000 10TH AVE,10019-1147,10019,40.7671,-73.9824
1000 10TH CITPD,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
1000 10TH FETAL EVAL CLINIC,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
1000 10TH GYN BOOKING,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
1000 10TH HEADACHE CLINIC,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
1000 10TH OBGYN HIGH RISK CLINIC,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
1000 10TH ORTHOPEDIC CLINIC,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
1000 10TH PAIN MGMNT,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
1000 10TH PULMONARY CLINIC,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
1000 10TH SLEEP DISORDER CLINIC,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
1000 10TH  SURG PLASTIC CLINIC,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
1000 10TH UROLOGY CLINIC,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
MAIN 12A (L&D),1000 Tenth Avenue,10019-1147,10019,40.7671,-73.9824
MSW DIAGNOSTIC RADIOLOGY,"1000 10TH AVENUE, 4th Floor",10019-1147,10019,40.7671,-73.9824
MSW FETAL EVAL CLINIC,1000 10th Avenue,10019-1147,10019,40.7671,-73.9824
MSW OB PAT,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
X_1000 10TH AVE CARDIOLOGY CLINIC_DEACTIVATED,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
X_1000 10TH AVE EP_DEACTIVATED,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
X_1000 10TH AVE FAMILY PLANNING CLINIC_DEACTIVATED,1000 10TH AVE,10019-1147,10019,40.7671,-73.9824
X_1000 10TH AVE FETAL EVAL CLINIC_DEACTIVATED,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
X_1000 10TH AVE GASTROENTEROLOGY CLINIC_DEACTIVATED,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
X_1000 10TH AVE GYN ONC_DEACTIVATED,1000 10th Ave,10019-1147,10019,40.7671,-73.9824
X_1000 10TH AVE GYN UROLOGY CLINIC_DEACTIVATED,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
X_1000 10TH AVE HAND CLINIC_DEACTIVATED,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
X_1000 10TH AVE HEADACHE CLINIC_DEACTIVATED,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
X_1000 10TH AVE HEM ONC_DEACTIVATED,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
X_1000 10TH AVE IAM_DEACTIVATED,"1000 10TH Ave, Suite 2T",10019-1147,10019,40.7671,-73.9824
X_1000 10TH AVE LIVER CLINIC_DEACTIVATED,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
X_1000 10TH AVE NEURODIAGNOSTICS_DEACTIVATED,1000 TENTH AVENUE FL 4,10019-1147,10019,40.7671,-73.9824
X_1000 10TH AVE NEUROLOGY CLINIC_DEACTIVATED,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
X_1000 10TH AVE NEUROLOGY_DEACTIVATED,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
X_1000 10TH AVE NEUROSURGERY_DEACTIVATED,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
X_1000 10TH AVE OBGYN CLINIC_DEACTIVATED,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
X_1000 10TH AVE OBGYN HIGH RISK CLINIC_DEACTIVATED,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
X_1000 10TH AVE ORTHOPEDIC CLINIC_DEACTIVATED,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
X_1000 10TH AVE PAIN MGMNT CLINIC_DEACTIVATED,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
X_1000 10TH AVE PEDIATRICS_DEACTIVATED,1000 10TH AVE,10019-1147,10019,40.7671,-73.9824
X_1000 10TH AVE PODIATRY CLINIC_DEACTIVATED,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
X_1000 10TH AVE PULMONARY CLINIC_DEACTIVATED,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
X_1000 10TH AVE REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY CLINIC_DEACTIVATED,1000 10th Ave,10019-1147,10019,40.7671,-73.9824
X_1000 10TH AVE RHEUMATOLOGY CLINIC_DEACTIVATED,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
X_1000 10TH AVE SLEEP CENTER_DEACTIVATED,1000 10TH AVE,10019-1147,10019,40.7671,-73.9824
X_1000 10TH AVE SLEEP DISORDER CLINIC_DEACTIVATED,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
X_1000 10TH AVE SMOKING CESSATION CLINIC_DEACTIVATED,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
X_1000 10TH AVE SPINE CLINIC_DEACTIVATED,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
X_1000 10TH AVE SURG PLASTIC CLINIC_DEACTIVATED,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
X_1000 10TH AVE SURG VASCULAR CLINIC_DEACTIVATED,1000 10th Ave,10019-1147,10019,40.7671,-73.9824
X_1000 10TH AVE SURGERY CLINIC_DEACTIVATED,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
X_1000 10TH AVE UROLOGY CLINIC_DEACTIVATED,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
X_1000 10TH CITPD_DEACTIVATED,1000 10TH AVENUE,10019-1147,10019,40.7671,-73.9824
X_1000 10TH SURG VASCULAR CLINIC_DEACTIVATED,1000 10th Ave,10019-1147,10019,40.7671,-73.9824
X_1000 10TH SURG VASCULAR_DEACTIVATED,"1000 10TH AV, STE 5G-77",10019-1147,10019,40.7671,-73.9824
200 W 57TH ST CARDIOLOGY,200 W 57TH ST,10019-3211,10019,40.7671,-73.9824
619 W 54TH ST OPHTHALMOLOGY,619 W 54th St,10019-3545,10019,40.7671,-73.9824
787 11TH AVE MSW SPINE CENTER,787 11TH AVENUE,10019-3584,10019,40.7671,-73.9824
787 11TH AVE SURG BREAST,787 11th Avenue,10019-3584,10019,40.7671,-73.9824
425 W 59 SLW SURG PLASTIC,425 WEST 59th STREET,10019-8022,10019,40.7671,-73.9824
425 W 59 ST OCCUPATIONAL THERAPY,425 W 59TH STREET,10019-8022,10019,40.7671,-73.9824
425 W 59 SURG COLORECTAL,425 WEST 59th STREET,10019-8022,10019,40.7671,-73.9824
425 W 59 SURG GENERAL,425 WEST 59th STREET,10019-8022,10019,40.7671,-73.9824
425 W 59 SURG ONCOLOGY,425 WEST 59th STREET,10019-8022,10019,40.7671,-73.9824
425 W 59 SURG VASCULAR,425 WEST 59th STREET,10019-8022,10019,40.7671,-73.9824
425 W 59TH ST GYN ONCOLOGY,425 W 59TH ST,10019-8022,10019,40.7671,-73.9824
425 W 59TH ST HEM ONC,425 WEST 59th STREET,10019-8022,10019,40.7671,-73.9824
425 W 59TH ST PALLIATIVE CARE,425 W 59TH ST,10019-8022,10019,40.7671,-73.9824
425 W 59TH ST PANCREAS MULTIDISCIPLINARY ONCOLOGY,425 WEST 59TH STREET,10019-8022,10019,40.7671,-73.9824
425 WEST 59TH ST HEM ONC INFUSION,425 WEST 59TH STREET,10019-8022,10019,40.7671,-73.9824
425 WEST 59TH ST INFUSION,425 WEST 59TH STREET,10019-8022,10019,40.7671,-73.9824
X_425 W 59 6FL SURG BREAST_DEACTIVATED,425 WEST 59th STREET,10019-8022,10019,40.7671,-73.9824
X_425 W 59 SURG BREAST_DEACTIVATED,425 WEST 59th STREET,10019-8022,10019,40.7671,-73.9824
X_425 W 59 SURG COLORECTAL_DEACTIVATED,425 WEST 59th STREET,10019-8022,10019,40.7671,-73.9824
X_425 W 59 SURG GENERAL_DEACTIVATED,425 WEST 59th STREET,10019-8022,10019,40.7671,-73.9824
X_425 W 59 SURG ONCOLOGY_DEACTIVATED,425 WEST 59th STREET,10019-8022,10019,40.7671,-73.9824
X_425 W 59 SURG VASCULAR_DEACTIVATED,425 WEST 59th STREET,10019-8022,10019,40.7671,-73.9824
X_425 WEST 59 ST SLW SURG PLASTIC_DEACTIVATED,425 WEST 59th STREET,10019-8022,10019,40.7671,-73.9824
X_425 WEST 59TH ST HEM ONC INFUSION_DEACTIVATED,425 WEST 59th STREET,10019-8022,10019,40.7671,-73.9824
X_425 WEST 59TH ST HEM/ONC_DEACTIVATED,425 WEST 59TH STREET,10019-8022,10019,40.7671,-73.9824
X_425 WEST 59TH ST HEM/ONC_DEACTIVATED,425 WEST 59th STREET,10019-8022,10019,40.7671,-73.9824
X_47 E 88TH ST OB/GYN ASSOC_DEACTIVATED,157 E 72nd St,10021,10021,40.7699,-73.9585
157 E 72ND ST OB/GYN,157 E 72ND STREET,10021-4331,10021,40.7699,-73.9585
625 MADISON AVE UROLOGY,625 Madison Avenue,10022,10022,40.7585,-73.9678
625 MADISON AVE UROLOGY MOBILE UNIT,625 madison avenue,10022-1801,10022,40.7585,-73.9678
231 E 55TH OCCUPATIONAL HEALTH,231 E 55TH ST,10022-4001,10022,40.7585,-73.9678
X_231 E 55TH OCCUPATIONAL HEALTH_DEACTIVATED,231 E 55TH ST,10022-4001,10022,40.7585,-73.9678
36 W 60 ST ENDOCRINOLOGY,36 W 60th ST,10023,10023,40.7757,-73.9826
36 W 60 ST INFECTIOUS DISEASE,36 W 60th ST,10023,10023,40.7757,-73.9826
36 W 60 ST NEPHROLOGY,36 W 60th ST,10023,10023,40.7757,-73.9826
36 W 60 ST PULMONOLOGY,36 W 60th ST,10023,10023,40.7757,-73.9826
122 AMSTERDAM SCH,122 Amsterdam Avenue,10023,10023,40.7757,-73.9826
124 W 60TH ST MFM,124 W 60TH STREET,10023,10023,40.7757,-73.9826
2109 BROADWAY POST COVID,"2109 BROADWAY,2FL",10023,10023,40.7757,-73.9826
HOSP SBH MCSM MEDICAL,280 Pleasant Avenue,10023,10023,40.7757,-73.9826
X_10 UNION SQ E URGENT CARE_DEACTIVATED,10 Union Square,10023,10023,40.7757,-73.9826
X_36 W 60 ST ENDOCRINOLOGY_DEACTIVATED,36 W 60th ST,10023,10023,40.7757,-73.9826
X_36 W 60 ST INFECTIOUS DISEASE_DEACTIVATED,36 W 60th ST,10023,10023,40.7757,-73.9826
X_36 W 60 ST NEPHROLOGY_DEACTIVATED,36 W 60th ST,10023,10023,40.7757,-73.9826
X_36 W 60 ST PULMONOLOGY_DEACTIVATED,36 W 60th ST,10023,10023,40.7757,-73.9826
X_124 W 60TH ST MFM_DEACTIVATED,124 W 60TH STREET,10023,10023,40.7757,-73.9826
X_2109 BROADWAY ENDOCRINOLOGY_DEACTIVATED,2109 Broadway,10023,10023,40.7757,-73.9826
230 W 74TH ST ENDOSCOPY,230 W 74TH ST,10023-2107,10023,40.7757,-73.9826
2109 BROADWAY IM,2109 Broadway,10023-2138,10023,40.7757,-73.9826
2109 BROADWAY INFECTIOUS DISEASE,2109 Broadway,10023-2138,10023,40.7757,-73.9826
X_2109 BROADWAY DERM_DEACTIVATED,2109 Broadway,10023-2138,10023,40.7757,-73.9826
X_2109 BROADWAY IM_DEACTIVATED,2109 Broadway,10023-2138,10023,40.7757,-73.9826
X_2109 BROADWAY INFECTIOUS DISEASE_DEACTIVATED,2109 Broadway,10023-2138,10023,40.7757,-73.9826
50 W 77TH ST OBGYN,50 W 77th Street,10024,10024,40.7855,-73.9709
145 W 84 SCH,145 W 84 St,10024,10024,40.7855,-73.9709
234 CENTRAL PARK WEST INTERNAL MEDICINE,234 Central Park West,10024,10024,40.7855,-73.9709
638 COLUMBUS AVE INTERNAL MEDICINE,"638 Columbus Ave,",10024,10024,40.7855,-73.9709
638 COLUMBUS AVE URGENT CARE,638 Columbus Ave,10024,10024,40.7855,-73.9709
X_2 W 86TH ST OBGYN_DEACTIVATED,i W 86TH ST,10024,10024,40.7855,-73.9709
X_50 W 77TH ST OBGYN_DEACTIVATED,50 W 77th Street,10024,10024,40.7855,-73.9709
X_234 CENTRAL PARK WEST INTERNAL MEDICINE_DEACTIVATED,234 Central Park West,10024,10024,40.7855,-73.9709
X_638 COLUMBUS AVE PRIMARY CARE_DEACTIVATED,"638 Columbus Ave,",10024,10024,40.7855,-73.9709
620 COLUMBUS AVE DERM,620 COLUMBUS AVE,10024-1459,10024,40.7855,-73.9709
440 W 114 IAM,"440 WEST 114TH St, Suite 640",10025,10025,40.7988,-73.9683
440 W 114 INFUSION,440 WEST 114TH STREET,10025,10025,40.7988,-73.9683
440 W 114 ST ACC6 SURGICAL ONCOLOGY,440 W 114th St,10025,10025,40.7988,-73.9683
440 W 114 SURG BARIATRIC,440 W 114TH STREET,10025,10025,40.7988,-73.9683
440 W 114 SURG COLORECTAL,440 W 114TH STREET,10025,10025,40.7988,-73.9683
440 W 114 SURG GENERAL,440 W 114TH STREET,10025,10025,40.7988,-73.9683
440 W 114 SURG PLASTIC,440 W 114TH STREET,10025,10025,40.7988,-73.9683
440 W 114 SURG VASC,440 West 114th Street,10025,10025,40.7988,-73.9683
440 W 114 THORACIC SURG,440 West 114th St. 6th Floor,10025,10025,40.7988,-73.9683
440 W 114TH IAM DENTAL,"440 WEST 114TH St, Suite 640",10025,10025,40.7988,-73.9683
440 W 114TH ST ACC6 GASTROENTEROLOGY,"440 WEST 114TH ST,",10025,10025,40.7988,-73.9683
1090 AMST AVE NEUROLOGY,"1090 Amsterdam Ave,",10025,10025,40.7988,-73.9683
1090 AMST AVE NEUROSURGERY,"1090 Amsterdam Ave,",10025,10025,40.7988,-73.9683
1090 AMST AVE PSYCHIATRY,1090 Amsterdam Ave,10025,10025,40.7988,-73.9683
1090 AMST AVE REHAB MEDICINE,1090 Amsterdam Ave,10025,10025,40.7988,-73.9683
1090 AMST AVE UROLOGY,"1090 Amsterdam Avenue, Suite 7G",10025,10025,40.7988,-73.9683
1090 AMST CARDIOLOGY,"1090 Amsterdam Ave, Suite 8B",10025,10025,40.7988,-73.9683
1111 AMST ECHO,1111 Amsterdam Avenue,10025,10025,40.7988,-73.9683
1111 AMST PFT LAB,1111 AMSTERDAM AVE,10025,10025,40.7988,-73.9683
MS SLR PRI SURG 1111 AMSTERDAM AVE SEC D,440 W 114TH STREET,10025,10025,40.7988,-73.9683
MSM INTERVENTIONAL RADIOLOGY,1111 Amsterdam Avenue,10025,10025,40.7988,-73.9683
X_440 W 114 GERIATRIC CLINIC_DEACTIVATED,440 W 114TH STREET,10025,10025,40.7988,-73.9683
X_440 W 114 HEM ONC_DEACTIVATED,440 WEST 114TH STREET,10025,10025,40.7988,-73.9683
X_440 W 114 INFUSION CENTER_DEACTIVATED,440 WEST 114TH STREET,10025,10025,40.7988,-73.9683
X_440 W 114 NUTRITION CLINIC,440 W 114TH STREET,10025,10025,40.7988,-73.9683
X_440 W 114 ST ACC6 SURGICAL ONCOLOGY_DEACTIVATED,440 W 114th St,10025,10025,40.7988,-73.9683
X_440 W 114 SURG BARIATRIC_DEACTIVATED,440 W 114TH STREET,10025,10025,40.7988,-73.9683
X_440 W 114 SURG COLORECTAL_DEACTIVATED,440 W 114TH STREET,10025,10025,40.7988,-73.9683
X_440 W 114 SURG GENERAL_DEACTIVATED,440 W 114TH STREET,10025,10025,40.7988,-73.9683
X_440 W 114 SURG VASC_DEACTIVATED,440 West 114th Street,10025,10025,40.7988,-73.9683
X_440 W 114 THERAPEUTIC INFUSION_DEACTIVATED,440 WEST 114TH STREET,10025,10025,40.7988,-73.9683
X_440 W 114 THORACIC SURG_DEACTIVATED,440 West 114th St. 6th Floor,10025,10025,40.7988,-73.9683
X_440 W 114TH IAM DENTAL_DEACTIVATED,"440 WEST 114TH St, Suite 640",10025,10025,40.7988,-73.9683
X_440 W 114TH IAM_DEACTIVATED,"440 WEST 114TH St, Suite 640",10025,10025,40.7988,-73.9683
X_440 W 114TH ST ACC6 GASTROENTEROLOGY_DEACTIVATED,"440 WEST 114TH ST,",10025,10025,40.7988,-73.9683
X_1090 AMST AVE GASTROENTEROLOGY_DEACTIVATED,"1090 Amsterdam Ave,",10025,10025,40.7988,-73.9683
X_1090 AMST AVE NEPHROLOGY_DEACTIVATED,"1090 Amsterdam Ave,",10025,10025,40.7988,-73.9683
X_1090 AMST AVE NEUROLOGY_DEACTIVATED,"1090 Amsterdam Ave,",10025,10025,40.7988,-73.9683
X_1090 AMST AVE NEUROSURGERY_DEACTIVATED,"1090 Amsterdam Ave,",10025,10025,40.7988,-73.9683
X_1090 AMST AVE PSYCHIATRY_DEACTIVATED,1090 Amsterdam Ave,10025,10025,40.7988,-73.9683
X_1090 AMST AVE PULMONOLOGY_DEACTIVATED,"1090 Amsterdam Ave,",10025,10025,40.7988,-73.9683
X_1090 AMST AVE REHAB MEDICINE_DEACTIVATED,1090 Amsterdam Ave,10025,10025,40.7988,-73.9683
X_1090 AMST AVE UROLOGY_DEACTIVATED,"1090 Amsterdam Avenue, Suite 7G",10025,10025,40.7988,-73.9683
X_1090 AMST SURG VASCULAR_DEACTIVATED,"1090 AMST AV, 12th FLR",10025,10025,40.7988,-73.9683
X_1111 AMST AVE ENDOCRINOLOGY_DEACTIVATED,"1111 Amsterdam Ave,",10025,10025,40.7988,-73.9683
X_1111 AMST ECHO_DEACTIVATED,1111 Amsterdam Avenue,10025,10025,40.7988,-73.9683
X_1111 AMST PFT LAB_DEACTIVATED,1111 AMSTERDAM AVE,10025,10025,40.7988,-73.9683
X_MS SLR PRI SURG 1111 AMSTERDAM AVE SEC D_DEACTIVATED,"1111 Amsterdam Avenue, Section D",10025,10025,40.7988,-73.9683
411 WEST 114TH SREET 1ST ADULT CLINIC CAC,411 West 114th Street,10025-1710,10025,40.7988,-73.9683
411 WEST 114TH ST 2ND FL CARES / AADP,411 West 114th Street,10025-1710,10025,40.7988,-73.9683
411 WEST 114TH ST 2ND FL CARES / CAPA MH,411 West 114th Street,10025-1710,10025,40.7988,-73.9683
411 WEST 114TH ST 2ND FL CARES / CAPA SA,411 West 114th Street,10025-1710,10025,40.7988,-73.9683
411 WEST 114TH ST CARES UPRISE,411 W 114th Street,10025-1710,10025,40.7988,-73.9683
411 WEST 114TH STREET 3RD-ADULT CLINIC OPC,411 West 114th Street,10025-1710,10025,40.7988,-73.9683
411 WEST 114TH STREET CHILD CLINIC,411 West 114th Street,10025-1710,10025,40.7988,-73.9683
X_411 WEST 114TH SREET 1ST ADULT CLINIC CAC_DEACTIVATED,411 West 114th Street,10025-1710,10025,40.7988,-73.9683
X_411 WEST 114TH ST 2ND FL CARES / AADP_DEACTIVATED,411 West 114th Street,10025-1710,10025,40.7988,-73.9683
X_411 WEST 114TH ST 2ND FL CARES / CAPA MH_DEACTIVATED,411 West 114th Street,10025-1710,10025,40.7988,-73.9683
X_411 WEST 114TH ST 2ND FL CARES / CAPA SA_DEACTIVATED,411 West 114th Street,10025-1710,10025,40.7988,-73.9683
X_411 WEST 114TH STREET 3RD-ADULT CLINIC OPC_DEACTIVATED,411 West 114th Street,10025-1710,10025,40.7988,-73.9683
X_411 WEST 114TH STREET CHILD CLINIC_DEACTIVATED,411 West 114th Street,10025-1710,10025,40.7988,-73.9683
1111 AMST AVE GERI HOME CERTS,1111 AMSTERDAM AVE,10025-1716,10025,40.7988,-73.9683
1111 AMST AVE GERIATRICS,"1111 AMSTERDAM AVE,10TH FLOOR",10025-1716,10025,40.7988,-73.9683
1111 AMST GERI CCM BILLING,1111 AMSTERDAM AVE,10025-1716,10025,40.7988,-73.9683
CLARK CARDIAC CATH LAB,1111 Amsterdam Ave,10025-1716,10025,40.7988,-73.9683
CLARK EP LAB,1111 Amsterdam Ave,10025-1716,10025,40.7988,-73.9683
MSM DIAGNOSTIC RADIOLOGY,"440 W 114th Street, 3 rd Floor",10025-1716,10025,40.7988,-73.9683
MSM INTERVENTIONAL RADIOLOGY,1111 Amsterdam Ave,10025-1716,10025,40.7988,-73.9683
STUYVESANT 6,1111 Amsterdam Ave,10025-1716,10025,40.7988,-73.9683
X_1111 AMST AVE GERIATRICS_DEACTIVATED,"1111 AMSTERDAM AVE,10TH FLOOR",10025-1716,10025,40.7988,-73.9683
X_CLARK CARDIAC CATH LAB_DEACTIVATED,1111 Amsterdam Ave,10025-1716,10025,40.7988,-73.9683
X_CLARK EP LAB_DEACTIVATED,1111 Amsterdam Ave,10025-1716,10025,40.7988,-73.9683
X_CLARK INTERVENTIONAL RADIOLOGY_DEACTIVATED,1111 Amsterdam Ave,10025-1716,10025,40.7988,-73.9683
1090 AMST SURG BREAST,1090 AMSTERDAM AV 10A,10025-1737,10025,40.7988,-73.9683
X_1090 AMST SURG BREAST_DEACTIVATED,1090 AMSTERDAM AV 10A,10025-1737,10025,40.7988,-73.9683
440 W 114 BACK AND NECK CLINIC,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
440 W 114 CARD SURG,440 W 114TH STREET,10025-1796,10025,40.7988,-73.9683
440 W 114 CARDIO,440 W 114TH STREET,10025-1796,10025,40.7988,-73.9683
440 W 114 CARDIO DIAGNOSTICS,440 W 114TH STREET,10025-1796,10025,40.7988,-73.9683
440 W 114 CARDIO HOLTER,440 W 114TH STREET,10025-1796,10025,40.7988,-73.9683
440 W 114 CARDIO REMOTE DEVICE,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
440 W 114 DERMATOLOGY CLINIC,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
440 W 114 ECHO DIAGNOSTIC,440 W 114TH STREET,10025-1796,10025,40.7988,-73.9683
440 W 114 ENDOCRINE CLINIC,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
440 W 114 GI CLINIC,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
440 W 114 HAND CLINIC,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
440 W 114 HEM ONC,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
440 W 114 INFECTIOUS DISEASE CLINIC,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
440 W 114 INFUSION CENTER,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
440 W 114 JOINTS CLINIC,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
440 W 114 LAB CLINIC,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
440 W 114 LIVER CLINIC,440 W 114TH Street,10025-1796,10025,40.7988,-73.9683
440 W 114 NEPHROLOGY/RENAL CLINIC,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
440 W 114 NEUROLOGY CLINIC,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
440 W 114 NEUROSURGERY CLINIC,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
440 W 114 NYLAG CLINIC,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
440 W 114 OPHTHALMOLOGY CLINIC,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
440 W 114 ORTHO CLINIC,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
440 W 114 PAIN MNGMT CLINIC,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
440 W 114 PODIATRY CLINIC,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
440 W 114 PULMONARY CLINIC,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
440 W 114 RHEUMATOLOGY CLINIC,440 W 114TH STREET,10025-1796,10025,40.7988,-73.9683
440 W 114 SICKLE CELL CLINIC,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
440 W 114 SMOKING CESSATION CLINIC,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
440 W 114 SPINE CLINIC,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
440 W 114 ST ACC1 SUITE 100 SURGICAL ONCOLOGY,440 W 114TH ST,10025-1796,10025,40.7988,-73.9683
440 W 114 SURG PLASTIC CLINIC,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
440 W 114 SURG VASC CVI,440 W 114TH STREET,10025-1796,10025,40.7988,-73.9683
440 W 114 THERAPEUTIC INFUSION,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
440 W 114 UROLOGY CLINIC,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
440 W 114 VASC SURG DIAG,440 W 114TH STREET,10025-1796,10025,40.7988,-73.9683
440 W 114TH ST ACC6 ALLERGY,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
440 W 114TH ST ACC6 ENDOCRINOLOGY,"440 WEST 114TH ST, 6TH FLOOR",10025-1796,10025,40.7988,-73.9683
440 W 114TH ST ACC6 INFECTIOUS DISEASE,"440 WEST 114TH ST, ACC 6",10025-1796,10025,40.7988,-73.9683
440 W 114TH ST ACC6 NEPHROLOGY,440 W 114TH ST,10025-1796,10025,40.7988,-73.9683
440 W 114TH ST ACC6 PULMONARY,"440 WEST 114TH ST, 6TH FLOOR",10025-1796,10025,40.7988,-73.9683
440 W 114TH ST ACC6 RHEUMATOLOGY,"440 WEST 114TH ST, 6TH FLOOR",10025-1796,10025,40.7988,-73.9683
440 W 114TH ST ACC6 THORACIC SURGERY,440 W 114TH ST,10025-1796,10025,40.7988,-73.9683
440 W 114TH ST RMTI LIVER DISEASE,440 W 114TH STREET,10025-1796,10025,40.7988,-73.9683
MSM NEUROLOGY DIAGNOSTICS,1111 Amsterdam Avenue,10025-1796,10025,40.7988,-73.9683
X_440 W 114 ARTHRITIS CLINIC_DEACTIVATED,440 W 114TH STREET,10025-1796,10025,40.7988,-73.9683
X_440 W 114 CARD SURG_DEACTIVATED,440 W 114TH STREET,10025-1796,10025,40.7988,-73.9683
X_440 W 114 CARDIO HOLTER_DEACTIVATED,440 W 114TH STREET,10025-1796,10025,40.7988,-73.9683
X_440 W 114 CARDIO REMOTE DEVICE_DEACTIVATED,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
X_440 W 114 CARDIO_DEACTIVATED,440 W 114TH STREET,10025-1796,10025,40.7988,-73.9683
X_440 W 114 DERMATOLOGY CLINIC_DEACTIVATED,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
X_440 W 114 ECHO DIAGNOSTIC_DEACTIVATED,440 W 114TH STREET,10025-1796,10025,40.7988,-73.9683
X_440 W 114 ENDOCRINE CLINIC_DEACTIVATED,440 WEST 114TH STREET,10025-1796,10025,40.7988,-73.9683
